Nome,ate1930,ate1940,ate1950,ate1960,ate1970,ate1980,ate1990,ate2000,ate2010
LAR,,,,,,,,,20
LAURYEN,,,,,,,,,20
LAVININHA,,,,,,,,,20
LAYSI,,,,,,,,,20
LEIRIEL,,,,,,,,,20
LENDA,,,,,,,,,20
LEONARXO,,,,,,,,,20
LETISCIA,,,,,,,,,20
LETTYCIA,,,,,,,,,20
LEYVISON,,,,,,,,,20
LHORAN,,,,,,,,,20
LIANDRE,,,,,,,,,20
LIRITY,,,,,,,,,20
LIVE,,,,,,,,,20
LORELAYNE,,,,,,,,,20
LOUANY,,,,,,,,,20
LUCASSILVA,,,,,,,,,20
LUE,,,,,,,,,20
LUIDHY,,,,,,,,,20
LUIZFELIPE,,,,,,,,,20
LURIELE,,,,,,,,,20
MADYSON,,,,,,,,,20
MAKAELI,,,,,,,,,20
MAOELA,,,,,,,,,20
MAQUISOEL,,,,,,,,,20
MAREN,,,,,,,,,20
MARIANS,,,,,,,,,20
MARLLEY,,,,,,,,,20
MATEHEUS,,,,,,,,,20
MAUCO,,,,,,,,,20
MAURIEL,,,,,,,,,20
MELKZEDEQUE,,,,,,,,,20
MELLANYE,,,,,,,,,20
MEYDSON,,,,,,,,,20
MICKALLY,,,,,,,,,20
MIKENA,,,,,,,,,20
MILICIA,,,,,,,,,20
MILISA,,,,,,,,,20
MILLANY,,,,,,,,,20
MISRAIM,,,,,,,,,20
MIUKI,,,,,,,,,20
MNUELA,,,,,,,,,20
MOSHE,,,,,,,,,20
MOSSEIS,,,,,,,,,20
MYLLENNA,,,,,,,,,20
NAHUAN,,,,,,,,,20
NAITIARA,,,,,,,,,20
NALYSON,,,,,,,,,20
NAOANI,,,,,,,,,20
NATALEN,,,,,,,,,20
NATANOEL,,,,,,,,,20
NATHALLIE,,,,,,,,,20
NATHIANE,,,,,,,,,20
NATYELLI,,,,,,,,,20
NEURIELE,,,,,,,,,20
NICAIO,,,,,,,,,20
NICOLAZ,,,,,,,,,20
NIKI,,,,,,,,,20
NILZIELE,,,,,,,,,20
NIOLI,,,,,,,,,20
NOANI,,,,,,,,,20
NOELISON,,,,,,,,,20
NORENA,,,,,,,,,20
NOUR,,,,,,,,,20
NYKOLLY,,,,,,,,,20
PATRICY,,,,,,,,,20
PHILIPY,,,,,,,,,20
PHILLYPE,,,,,,,,,20
PYTTER,,,,,,,,,20
QUEIRISON,,,,,,,,,20
QUETILEN,,,,,,,,,20
QUETRIN,,,,,,,,,20
QUILDERE,,,,,,,,,20
RAFALE,,,,,,,,,20
RAFFAELY,,,,,,,,,20
RAIKONE,,,,,,,,,20
RAILANDESON,,,,,,,,,20
RAILANIA,,,,,,,,,20
RAIMILA,,,,,,,,,20
RAISSOM,,,,,,,,,20
RAMYLE,,,,,,,,,20
RANDREI,,,,,,,,,20
RANIFER,,,,,,,,,20
RAPHALLA,,,,,,,,,20
RARYSSON,,,,,,,,,20
RAYCHA,,,,,,,,,20
RAYDOUGLAS,,,,,,,,,20
RAYLLY,,,,,,,,,20
RAZIELE,,,,,,,,,20
REBECE,,,,,,,,,20
REDELEN,,,,,,,,,20
REIDINE,,,,,,,,,20
RENALISON,,,,,,,,,20
RENZON,,,,,,,,,20
REROLD,,,,,,,,,20
REYVISON,,,,,,,,,20
RHAWAN,,,,,,,,,20
RIALISSON,,,,,,,,,20
RICHADISON,,,,,,,,,20
RIKELVY,,,,,,,,,20
RIQUELISON,,,,,,,,,20
ROBRT,,,,,,,,,20
RUANDRA,,,,,,,,,20
RULYAN,,,,,,,,,20
RYCHARDSON,,,,,,,,,20
RYLARE,,,,,,,,,20
SALASTIEL,,,,,,,,,20
SALISSON,,,,,,,,,20
SAMID,,,,,,,,,20
SAMIK,,,,,,,,,20
SAMINA,,,,,,,,,20
SAMUAL,,,,,,,,,20
SANILE,,,,,,,,,20
SASQUIA,,,,,,,,,20
SAURY,,,,,,,,,20
SHAIDER,,,,,,,,,20
SHANIA,,,,,,,,,20
SHAUANY,,,,,,,,,20
SIDANE,,,,,,,,,20
SIPHIA,,,,,,,,,20
SOFHIE,,,,,,,,,20
SOPHY,,,,,,,,,20
SOUZAJOAO,,,,,,,,,20
STFANNY,,,,,,,,,20
SUEMILE,,,,,,,,,20
SUEMILY,,,,,,,,,20
TACIELLY,,,,,,,,,20
TAFNY,,,,,,,,,20
TAIAM,,,,,,,,,20
TAILANNE,,,,,,,,,20
TAILLANE,,,,,,,,,20
TARCYLLA,,,,,,,,,20
TARYK,,,,,,,,,20
TAUANIA,,,,,,,,,20
TAYNI,,,,,,,,,20
TEILANE,,,,,,,,,20
TEVISON,,,,,,,,,20
THALESON,,,,,,,,,20
THARLLYS,,,,,,,,,20
THAYSS,,,,,,,,,20
THYSSA,,,,,,,,,20
TIALY,,,,,,,,,20
TIELISON,,,,,,,,,20
TYLER,,,,,,,,,20
UEMILE,,,,,,,,,20
UERVETON,,,,,,,,,20
VALENTHINA,,,,,,,,,20
VIICIOS,,,,,,,,,20
VINCE,,,,,,,,,20
VINNI,,,,,,,,,20
VITORDE,,,,,,,,,20
VITOROA,,,,,,,,,20
VITORSANTOS,,,,,,,,,20
WADRE,,,,,,,,,20
WALLANCE,,,,,,,,,20
WANDE,,,,,,,,,20
WANIELY,,,,,,,,,20
WARLISSOM,,,,,,,,,20
WENDISSON,,,,,,,,,20
WENMERSON,,,,,,,,,20
WENNDEL,,,,,,,,,20
WERBETY,,,,,,,,,20
WERLIANE,,,,,,,,,20
WERLISOM,,,,,,,,,20
WESILI,,,,,,,,,20
WESLLANE,,,,,,,,,20
WESLYE,,,,,,,,,20
WESLYS,,,,,,,,,20
WEVENTON,,,,,,,,,20
WEYLLA,,,,,,,,,20
WILLIAMY,,,,,,,,,20
WINYCIUS,,,,,,,,,20
XAIRA,,,,,,,,,20
YAMILLY,,,,,,,,,20
YASHMIN,,,,,,,,,20
YASME,,,,,,,,,20
YESA,,,,,,,,,20
YONAN,,,,,,,,,20
YRLANA,,,,,,,,,20
YSLANI,,,,,,,,,20
YUGUI,,,,,,,,,20
YUNI,,,,,,,,,20
ZAINAB,,,,,,,,,20
ZINEDINE,,,,,,,,,20
TRAFICO,,,,,,256,2836,1866,
ARMAS,,,,,,64,804,893,
INDOLACAO,,,,,,22,278,527,
VALDISNEI,,,,,27,48,34,213,
ROSECLEIDE,,,,,133,442,510,173,
IDAIANA,,,,,,,334,166,
OSNAR,,,,,,,20,163,
EDNETE,,,32,109,236,324,559,155,
JUSLEI,,,,21,34,56,90,155,
CIDIMAR,,,,28,74,119,261,143,
WILDEMAR,,,,,33,35,67,138,
JULIETTE,,,,,,,59,137,
ENDOLACAO,,,,,,26,271,136,
CHEYENNE,,,,,,,50,134,
DELVANI,,,32,99,226,330,290,133,
GELMA,,29,53,79,170,268,262,132,
JOEMIR,,,,,57,92,177,132,
LAUDECI,,,80,462,815,796,459,130,
LADJANE,,,26,168,656,553,362,130,
GLEIKA,,,,,,,,130,
RUDINEIA,,,,,35,147,240,127,
RAMARIO,,,,,,,47,127,
VALNEIDE,,,56,167,463,832,359,126,
LIDIANO,,,,,,30,234,126,
JUSLEY,,,,,,30,57,124,
SUSAMARA,,,,,,,239,123,
ADEILDE,,76,178,274,427,399,266,122,
EDILINE,,,,,114,199,223,120,
JOSEMEIRE,,,,,180,394,412,118,
REGINALVA,,,20,82,266,558,383,114,
AVAILDO,,,,,,29,43,114,
LINDINEIS,,,,,,,,114,
ULLI,,,,,,,,114,
JONLENO,,,,,,,,113,
THYARA,,,,,,,150,111,
VALDIONE,,,,,23,57,112,111,
SILVANICE,,,,31,96,199,200,110,
TAFFAREL,,,,,,,66,110,
WILLON,,,,,,,,110,
ROSINALDA,,,,58,188,454,284,109,
GEILDA,,,42,99,211,279,220,109,
IDIANA,,,,,21,66,131,109,
JESEBEL,,,,23,22,,70,109,
GESIKA,,,,,,,33,109,
JOSELANDIA,,,,,48,179,266,108,
JULIETH,,,,,,,44,108,
GICELMA,,,,44,202,413,298,107,
JOELMI,,,,,,27,68,107,
SUZELAINE,,,,,32,168,221,106,
DJONES,,,,,,20,89,106,
TATINA,,,,,,112,271,105,
LIDINEIDE,,,,,45,62,113,105,
CANDICE,,,,,,302,334,104,
TATIANO,,,,,,103,220,104,
GLAUCIONE,,,,,39,151,250,103,
CIONE,,,,51,105,213,219,103,
ALIDIANE,,,,,,20,122,103,
FRANSUELEN,,,,,,,44,103,
ROSELEI,,,20,78,728,1423,615,102,
GESEBEL,,,,,20,22,101,102,
JUCIELIA,,,,,,49,89,102,
ROMARI,,,,23,37,28,36,102,
NEURA,,33,138,436,762,678,294,101,
ELENEIDE,,,,46,192,305,244,101,
JESSICLEIDE,,,,,,32,48,101,
EDINEUSA,,,46,194,524,629,311,100,
JOSEILDE,,,,38,171,356,244,100,
KATIUSSA,,,,,,42,151,100,
LIDAIANE,,,,,,,43,100,
ZENI,213,764,1493,2174,2313,1358,454,99,
WALDIRENE,,,,,288,970,356,99,
ROQUELINA,25,59,179,288,458,534,279,99,
VALDERICE,,46,110,187,330,369,243,99,
FIAMMA,,,,,,,,99,
LUZENI,,,21,133,487,555,322,98,
DIVANEIDE,,,,33,204,397,271,98,
VALDIZIA,,37,62,99,199,214,177,98,
EVANETE,,,74,214,610,716,377,97,
ROSANEA,,,,164,686,705,317,97,
ZILDENE,,,31,104,248,370,259,97,
PTRICIA,,,,,,104,176,97,
DEOCLECIANO,83,147,168,173,156,152,116,97,
NATARA,,,,,,,40,97,
FLAMEL,,,,,,,,97,
ROSECLER,,,46,195,634,703,340,96,
FRANCILEUDA,,,,,106,268,245,96,
DIONICE,,79,194,392,446,304,188,96,
KLISMANN,,,,,,,,96,
LINDENES,,,,,,,,96,
SUE,24,26,,,38,58,348,95,
IONETE,,35,97,214,436,453,329,95,
CELIMAR,,,,54,256,318,206,95,
NATANNA,,,,,,,,95,
SUELEIDE,,,,30,203,354,267,94,
ADILZA,,,85,180,326,354,249,94,
ELIEDE,,,,53,150,221,222,94,
ROZINETE,,,24,85,238,361,217,94,
LUZITANIA,,,,41,180,299,217,94,
ROGEANE,,,,,,70,179,94,
REGIANO,,,,,,139,278,93,
DIONETE,,46,105,200,323,339,247,93,
ROBLEDO,,,,,67,173,183,93,
OCIONE,,,,27,80,164,206,92,
FRACINEIDE,,,,26,97,204,191,92,
IRAILMA,,,,,32,88,114,92,
ELIZAINE,,,,,22,74,112,92,
KEROLAY,,,,,,,,92,
LAUDIANA,,,,,,62,170,91,
DJEANE,,,,,,60,151,91,
DIOMARIO,,21,34,46,57,104,78,91,
ATAISA,,,,,,26,63,91,
LORECI,,33,284,922,2071,1633,529,90,
ADINEIA,,,38,61,116,304,336,90,
ALVANIR,,119,307,439,522,443,229,90,
IRAILDA,,38,75,191,297,348,217,90,
GRACILEIA,,,,,48,157,196,90,
LELIANA,,,,21,74,112,192,90,
JUNO,,,,,,25,41,90,
DIONLENO,,,,,,,,90,
JHONLENON,,,,,,,,90,
MARGARET,,28,104,803,1487,821,366,89,
CLAUDINEA,,,,48,158,503,326,89,
FRANCINEUDA,,,,48,143,260,189,89,
EDICELIA,,,,28,79,163,186,89,
ERITANIA,,,,,,42,129,89,
JANUBIA,,,,,21,60,103,89,
GLEISER,,,,,,48,78,89,
GESSYKA,,,,,,,26,89,
ERONILDE,,70,161,257,434,459,281,88,
EDIRLENE,,,,,152,302,278,88,
LAUDENIR,,,57,199,409,483,260,88,
EDVANEIDE,,,,,93,225,217,88,
GIDELMA,,,,,53,165,185,88,
DALMA,26,114,219,404,524,275,174,88,
JIUMARA,,,,,,95,102,88,
WLLY,,,,,,,,88,
RISONETE,,22,99,288,596,655,355,87,
SONEIDE,,,,40,233,437,303,87,
ARLEIA,,,23,42,51,192,225,87,
EDIRENE,,,,,54,251,215,87,
DILVANE,,,,,51,174,196,87,
VALDIANO,,,,,,58,146,87,
EDEVANIA,,,,,24,98,120,87,
PADRICIA,,,,,,60,95,87,
JORDIR,,,,,,,,87,
THAIRINY,,,,,,,,87,
MAGUIDA,,,,55,118,164,100,86,
DEBERSON,,,,,,31,85,86,
LINDIOMAR,,25,66,109,229,391,268,85,
EDILAMAR,,,156,608,1049,797,258,85,
EDEVANDRO,,,,,22,83,210,85,
NAILDES,,30,118,184,257,252,205,85,
ROSNEI,,,,41,159,269,188,85,
GLAUCEA,,,,,39,114,188,85,
LUCIMERI,,,,29,207,308,183,85,
JIVAGO,,,,,,59,156,85,
JOSIELIO,,,,,,45,117,85,
JERLANDIA,,,,,,65,103,85,
VELUMA,,,,,,,66,85,
DARIL,,23,64,74,96,140,272,84,
SIMONEIDE,,,,,20,113,219,84,
SERGIANO,,,,,,68,183,84,
JANIEIDE,,,,,33,66,111,84,
JEANINI,,,,,30,34,52,84,
LINDINEI,,,,,22,50,51,84,
WELQUER,,,,,,,33,84,
ANTONIONE,,,,,,34,243,83,
VANIRA,,82,220,456,463,395,210,83,
MARIVANI,,,,,126,223,193,83,
ROSELANIA,,,,,59,133,130,83,
LEOJAIME,,,,,,,96,83,
ISAELMA,,,,,,39,82,83,
BISMARC,,,,,,,30,83,
LIDINEZ,,,,,,,,83,
NEILDE,24,78,146,228,327,327,198,82,
VANESIA,,,,,,124,181,82,
CARLEIDE,,,,,47,149,175,82,
JUSSELIA,,,,,97,158,159,82,
VANUCIA,,,,,29,156,158,82,
VALDINEIS,,,,33,86,197,149,82,
LEIDIANY,,,,,,,103,82,
ILCILENE,,,,,37,79,97,82,
SIRLANIA,,,,,25,61,91,82,
CLEUVIS,,,,,,,20,82,
RUDIERE,,,,,,,,82,
FRANCISDALVA,,,,,,87,627,81,
VERONEIDE,,,,,210,469,265,81,
ELIEUZA,,,,50,209,318,248,81,
LUZILEIDE,,,,,103,191,205,81,
JOSAINE,,,,,61,127,157,81,
JANICLEA,,,,,,26,122,81,
SILVESTER,,,23,,22,21,69,81,
NEUDIANE,,,,,,,62,81,
MADILENE,,,,,38,56,44,81,
FRANTIESCO,,,,,,,33,81,
LENITON,,,,,,,,81,
NEUCI,21,210,642,1492,2408,1478,439,80,
MARGARETI,,,27,247,1088,818,421,80,
LAURECI,29,136,478,979,1305,990,362,80,
CLEIDEMAR,,,,58,191,418,247,80,
GENICLEIDE,,,,,59,209,246,80,
CICLEIDE,,,,,56,186,217,80,
SUELENA,,,56,148,338,254,204,80,
EDILUCIA,,,,45,155,292,191,80,
JUCIVAL,,,,,62,194,172,80,
JILVANEIDE,,,,,65,193,170,80,
SIVONEIDE,,,,,42,132,169,80,
LUCINELMA,,,,,25,87,158,80,
IZANEIDE,,,,,66,134,124,80,
CARLETE,,,,28,77,126,120,80,
ROBERVANIO,,,,,,68,99,80,
TATEANE,,,,,,,72,80,
JOMARIO,,,,,32,62,52,80,
ROSEMARE,,,25,123,656,692,326,79,
LUZIMEIRE,,,,,151,336,261,79,
VADIRENE,,,,,59,424,247,79,
JOSEMA,,,20,44,116,166,181,79,
AILDA,37,81,186,281,397,301,178,79,
FLORISMAR,,,40,134,281,339,176,79,
MAGDO,,,,,46,105,107,79,
DIEKSON,,,,,,,55,79,
WESTERLEY,,,,,,29,23,79,
ZELITA,196,746,1490,1794,1503,831,321,78,
EVANILDES,,55,113,232,391,395,226,78,
CLADINEIA,,,,,50,223,223,78,
GIDEVALDO,,,,54,156,205,163,78,
NELIANA,,,,27,56,104,140,78,
MARELISE,,,,24,104,142,129,78,
DAYSEANE,,,,,,,62,78,
JUSSAN,,,,,,,31,78,
FIANA,,,,,,,,78,
JERICA,,,,,,,,78,
SADAN,,,,,,,,78,
SUZAMAR,,,,,21,62,575,77,
LUCILEI,,,,44,283,542,402,77,
ROBELIA,,29,74,107,211,264,248,77,
REINALDA,25,44,97,155,254,325,244,77,
GIVALDA,,,74,185,424,499,236,77,
NILSE,74,331,681,1138,1311,758,224,77,
AUDINEIA,,,,44,86,194,198,77,
VALDERINA,28,83,146,287,338,344,194,77,
LEDJANE,,,,,35,101,143,77,
ERENALDO,,,27,46,133,196,142,77,
SILVERA,45,72,65,68,116,117,129,77,
JOSEVANE,,,,,29,91,123,77,
CLEONIS,,,,21,40,94,111,77,
LINDINEIDE,,,,,64,120,71,77,
CREDIANE,,,,,,,67,77,
TANDE,,,,,,,,77,
WILLOW,,,,,,,,77,
NEURACI,,29,200,627,1162,1030,433,76,
CINEIDE,,,35,89,272,395,284,76,
IVONILDA,,41,120,305,509,508,270,76,
ALDINETE,,,41,113,245,285,265,76,
SIVANA,,,,29,227,406,262,76,
JOSENETE,,,38,150,345,431,261,76,
GIVAN,,,24,75,134,181,163,76,
AVANILDO,,,,78,215,269,157,76,
MIRANI,,,76,154,264,259,155,76,
OTACIANA,55,78,128,82,64,112,147,76,
FLORIANA,192,320,336,235,185,119,100,76,
JANAILZA,,,,,,33,92,76,
EDJANEIDE,,,,,,61,90,76,
HEYDER,,,,,,22,65,76,
JESSIENE,,,,,,29,35,76,
THARINE,,,,,,,20,76,
DIANINE,,,,,,,,76,
STHEFANO,,,,,,,,76,
EDNEUZA,,,71,273,641,684,358,75,
ROSENEIA,,,,37,186,395,291,75,
LINDAMIR,26,106,325,884,1198,790,263,75,
JENECI,,32,106,349,561,503,232,75,
ILDENE,,24,42,113,219,316,226,75,
RISALVA,31,87,227,407,533,431,199,75,
FULVIA,23,,24,44,80,196,199,75,
AILZA,25,70,147,254,378,362,183,75,
ADEMILTO,,,,32,81,161,150,75,
NEIDIANA,,,,,,54,133,75,
SILMARIO,,,,,25,63,114,75,
ADENILMA,,,,,26,52,104,75,
JANIETE,,,,,40,75,103,75,
MAXLENE,,,,,,60,86,75,
DHIESSICA,,,,,,,,75,
YULLY,,,,,,,,75,
LUCELMA,,,,,111,250,222,74,
GILEIDE,,,,23,109,227,209,74,
MARIONE,,,47,126,300,247,193,74,
ELZIO,,76,157,233,269,166,174,74,
ELKER,,,,,,40,164,74,
ALCENI,,27,64,156,310,259,161,74,
EGINALDO,,,,54,122,227,158,74,
JILSOM,,,,35,101,147,135,74,
ALDIONE,,,,,,30,109,74,
GILBERLANIA,,,,,,48,105,74,
NADJARA,,,,,,35,104,74,
JUNARA,,,,,31,56,83,74,
APOLIANO,,,,,,,82,74,
SORATO,,,,,,,27,74,
JESSEICA,,,,,,,,74,
RUDIERI,,,,,,,,74,
ROSENETE,,,37,131,452,582,303,73,
REGILDA,,,24,63,143,215,223,73,
ELZENIR,,23,86,133,317,371,206,73,
GRACIONE,,,,25,54,128,196,73,
UBERLANDIA,,,,,40,184,186,73,
RUBINALDO,,,,45,125,198,182,73,
FLORENTINO,363,806,1080,935,701,364,177,73,
LEONIDES,130,392,556,740,642,387,159,73,
AURINEIA,,,21,29,85,148,154,73,
ROSEMARIA,,,46,102,218,216,146,73,
SIVONEI,,,,23,91,134,142,73,
CLAUDJANE,,,,,,65,128,73,
EDIANO,,,,,,77,125,73,
DAIANNA,,,,,,,97,73,
HELENILTON,,,,,33,118,95,73,
DAYSI,,31,33,51,63,50,95,73,
JANAIDE,,,,,31,44,91,73,
OSMARA,,,27,32,56,92,82,73,
CLAUDEILTON,,,,,,33,74,73,
GIDIANE,,,,,,,67,73,
GILDEIR,,,,,47,70,62,73,
GEANINI,,,,,23,31,48,73,
REBSON,,,,,,,44,73,
JESDICA,,,,,,,,73,
LARESCA,,,,,,,,73,
ROSENBERG,,,,56,115,178,266,72,
ALZINETE,,,64,136,318,330,233,72,
MAURIZA,,32,81,194,331,295,217,72,
RIVANEIDE,,,,34,135,303,214,72,
NEILDES,,43,69,165,258,261,189,72,
ELIZANETE,,,,44,104,163,171,72,
MISLEINE,,,,,,71,168,72,
JOCIONE,,,,,25,81,152,72,
GELSIMAR,,,,,58,91,138,72,
VANEIA,,,,,29,102,136,72,
LUCICLAUDIA,,,,,,70,133,72,
EVANALDO,,,,,53,159,130,72,
CATIANI,,,,,,36,120,72,
ANACLEIDE,,,,,42,152,119,72,
ELZIENE,,,,,27,65,99,72,
POLLIANE,,,,,,,87,72,
SUEDNA,,,,,20,45,72,72,
HALINA,,20,33,,,23,72,72,
JEFERSIN,,,,,,,65,72,
ERIVANILSON,,,,,,37,61,72,
ISLAS,,,,,,,,72,
KEROLENE,,,,,,,,72,
LINEQUER,,,,,,,,72,
CLENIR,,53,164,420,911,754,350,71,
ZENIR,173,658,1192,1592,1598,936,335,71,
MARILDE,,34,177,468,853,626,257,71,
OZELIA,,75,189,268,429,356,231,71,
ROZIMAR,,,,72,250,361,229,71,
GLAUCINEIA,,,,,48,163,183,71,
ORLEIDE,,,20,58,179,231,177,71,
GELSA,48,117,210,278,313,257,152,71,
BRAULINO,235,470,617,547,459,271,151,71,
GERMANIA,30,42,33,39,46,119,131,71,
VANDEILDO,,,,,31,105,108,71,
LIDIJANE,,,,,,23,102,71,
FRAVIANA,,,,,,34,99,71,
KATIANNE,,,,,,,96,71,
JEILZA,,,,27,70,130,90,71,
JOSIFRAN,,,,,,50,85,71,
VERONILSON,,,,,30,91,80,71,
LUAMAR,,,,,,,35,71,
YARGO,,,,,,,30,71,
GERICA,,,,,,,,71,
LATOIA,,,,,,,,71,
LIDINEIS,,,,,,,,71,
MINEIA,,,,,,713,303,70,
HELIENE,,,,46,179,217,228,70,
ORLI,27,119,292,542,775,511,223,70,
MARINELZA,,,35,153,426,471,204,70,
DORVALINO,317,923,1430,1328,878,383,174,70,
ROSEILDA,,,,,74,208,171,70,
VALMIRENE,,,,,38,168,161,70,
LEUDE,,,,23,48,80,146,70,
ALEIA,,,,,29,63,124,70,
ADAILDE,,20,77,155,190,203,119,70,
MAGNER,,,,,28,52,105,70,
MEIRIENE,,,,,,27,101,70,
GEONES,,,,,,31,98,70,
LEIDIVANE,,,,,,,55,70,
HEGON,,,,,,,51,70,
GRICIA,,,,,,25,47,70,
CASSI,,,,,,,40,70,
JEZICA,,,,,,,40,70,
SAMUELSON,,,,,,23,39,70,
DARQUIANE,,,,,,,36,70,
BISMAQUE,,,,,,,28,70,
GESCICA,,,,,,,,70,
HULI,,,,,,,,70,
CLEIDIR,,,,24,48,58,342,69,
DERCI,93,460,1218,1643,1474,756,223,69,
ERENILDE,,,28,81,183,273,191,69,
CHANA,23,,,,,85,190,69,
JOSINALDA,,,,,93,244,186,69,
ROSELIO,,,22,41,165,317,183,69,
ADEILDES,,,37,97,180,178,175,69,
ERBENIA,,,,,72,139,165,69,
ROZIVALDO,,,,27,64,190,158,69,
LAUREANO,33,87,105,163,152,164,152,69,
ONIVALDO,,64,302,570,680,359,151,69,
CREONE,,,,,24,74,147,69,
ELICEIA,,,,50,79,115,145,69,
KIZZY,,,,,,,131,69,
EDINAIR,,,32,115,207,228,123,69,
EDIA,,36,61,101,138,139,115,69,
JANAILDES,,,,,40,76,92,69,
GEONI,,,,,21,42,85,69,
TALITTA,,,,,,,68,69,
LIDIAMARA,,,,,,,46,69,
DIEINI,,,,,,,26,69,
FRANCUA,,,,,,22,23,69,
JESSICLEIA,,,,,,,23,69,
TAFAREU,,,,,,,21,69,
ELIVEUTON,,,,,,,,69,
NEUZELI,,,25,156,578,555,274,68,
VANDOIR,,,,21,41,240,246,68,
VALDELUCIA,,,,110,263,363,244,68,
CINEIA,,,55,74,115,172,190,68,
LUZINALVA,,,,62,164,232,183,68,
AURICEIA,,,25,83,142,179,174,68,
LUCICLEA,,,,,36,109,174,68,
MOZER,,,,,,,154,68,
GLACILENE,,,,,46,117,142,68,
ALDENE,,,,,57,98,130,68,
JUSILEIDE,,,,,72,144,126,68,
AURIVANIA,,,,,32,83,119,68,
JOSELIR,,,26,49,78,128,115,68,
JOILSA,,,,,64,90,109,68,
ROZIENE,,,,,28,74,106,68,
SIMARIO,,,,,36,64,97,68,
VADERLEIA,,,,,49,110,96,68,
GLAYCIANE,,,,,,,59,68,
ROB,,,,,,30,57,68,
FYAMA,,,,,,,,68,
TAYRINI,,,,,,,,68,
ROSELEIDE,,,,,184,372,269,67,
ROSIMEIRA,,,,29,211,367,243,67,
ROSINEIRE,,,,,174,305,212,67,
JILVANETE,,,23,68,197,300,208,67,
ELENIRA,,38,143,276,441,349,201,67,
JOELZA,,,,53,105,267,189,67,
ROSSANO,,,,32,99,220,179,67,
IRINETE,,25,84,161,234,246,167,67,
JACINETE,,,,78,190,266,161,67,
MERIVANIA,,,,,28,88,160,67,
ROSELHA,,,20,31,120,161,156,67,
JUTAI,,,,,73,117,154,67,
LAURINEIDE,,,,40,167,265,150,67,
ELINEUDA,,,,,50,139,141,67,
QUITERIO,,,47,113,173,253,140,67,
CAUDIA,,,,24,117,248,139,67,
LORISMAR,,,,27,97,133,133,67,
JONIVAL,,,27,58,93,138,125,67,
DENIZAR,,22,66,100,111,101,124,67,
AUDILEIA,,,,,50,95,106,67,
ALDELINO,,33,48,50,90,88,86,67,
JOSICLER,,,,,,51,84,67,
CREUDIANE,,,,,,,77,67,
JELMA,,,,,32,98,70,67,
ALTAMIRES,,,,21,27,27,55,67,
JABERSON,,,,,,,52,67,
JEFFERSO,,,,,,,42,67,
ANGEICA,,,,,,26,38,67,
RINGO,,,,,,,25,67,
HULY,,,,,,,,67,
JSSICA,,,,,,,,67,
MARWIN,,,,,,,,67,
SCARLATT,,,,,,,,67,
CIRENE,153,380,758,940,1053,707,267,66,
ELIZANELA,,,,,,198,257,66,
EDELCIO,,,75,335,232,243,207,66,
MARINILZA,,,49,123,311,347,180,66,
VERINALDO,,,,44,142,260,180,66,
JUSCILEIDE,,,,,65,134,177,66,
CLEUDINEIA,,,,,59,181,174,66,
RIVAIL,,40,77,120,179,387,170,66,
GILBERLANDIO,,,,,,63,165,66,
JILDO,,,36,80,136,210,161,66,
ANDREANA,,,,,,58,113,66,
EULENE,,,,30,90,109,107,66,
JOSLENE,,,,,40,66,107,66,
DIVIANE,,,,,,34,90,66,
INAJA,,,35,103,142,104,87,66,
MARCELAINE,,,,,,72,87,66,
LEIDANE,,,,,,,86,66,
ALDENIO,,,,,31,73,85,66,
STEFANIO,,,,,,45,59,66,
LEIDEMARA,,,,,,,53,66,
AQUELINE,,,,,,,51,66,
FRANCOAR,,,,,,36,30,66,
LOISLAINE,,,,,,,,66,
CASSILDA,371,761,1083,1237,1397,1219,418,65,
VANDERCI,,28,164,418,703,633,265,65,
SINOME,,,,,41,243,241,65,
ELIZETI,,,38,157,311,293,232,65,
SUSETE,,29,84,286,672,346,219,65,
VASTI,,55,132,285,441,355,184,65,
EDMARCIA,,,,,92,207,183,65,
REGINEI,,,,,28,165,180,65,
LUCELHA,,,,,29,92,172,65,
MERIDIANA,,,,,,83,167,65,
CLEDIA,,,34,58,91,193,158,65,
GILDENIR,,,,31,89,159,144,65,
MARCIANI,,,,,,94,124,65,
IROMAR,,,24,65,115,160,119,65,
LEUDIANA,,,,,,30,116,65,
VALCIONE,,,,,24,81,104,65,
DARDANIA,,,,,22,54,101,65,
TANIRA,,,,45,72,61,100,65,
EVANDILSON,,,,,38,95,92,65,
WALTEIR,,,,57,121,117,90,65,
FRACIS,,,,,,39,87,65,
LUZIMARIO,,,,,49,94,86,65,
LUBIANA,,,,,,33,84,65,
VERLANIA,,,,,,68,83,65,
LIDEANE,,,,,,20,80,65,
CHEYLA,,,,,,60,74,65,
JOSERLANDIA,,,,,,36,72,65,
VANDERLANIO,,,,,,33,71,65,
DENISVAL,,,,,23,36,69,65,
IRWING,,,,,,,68,65,
LINDERSON,,,,,,24,59,65,
NIGEL,,,,,,,49,65,
DERIO,,,30,44,49,37,48,65,
ADERLAINE,,,,,,28,45,65,
EDICASSIO,,,,,,,43,65,
GEIDIANE,,,,,,,42,65,
ADNAILTON,,,,,,34,41,65,
CLEITOMAR,,,,,,21,37,65,
ERONI,,134,482,932,1282,813,287,64,
OSVALDINA,501,1321,1886,1901,1462,788,261,64,
RENILDES,,45,128,331,454,364,184,64,
